,code,name,reservedPerShare,bvps,perundp,trade,total,end
1876,300160,秀强股份,0.39,2.0,0.54,13.64,2.93,10.71
462,600895,张江高科,1.71,5.04,1.75,19.21,8.5,10.71
1022,2579,中京电子,0.4,2.1,0.6,13.82,3.1,10.72
1891,603889,新澳股份,0.78,3.56,1.73,16.81,6.07,10.74
2389,2553,南方轴承,0.16,1.96,0.69,13.55,2.81,10.74
2208,600081,东风科技,0.05,3.54,2.09,16.43,5.68,10.75
2409,603300,华铁科技,0.85,2.72,0.8,15.13,4.37,10.76
150,32,深桑达Ａ,0.62,3.39,1.17,15.97,5.18,10.79
892,300267,尔康制药,0.46,2.35,0.85,14.49,3.66,10.83
2312,600610,中毅达,0.36,1.07,-0.29,11.99,1.14,10.85
2087,2700,新疆浩源,0.06,2.07,0.91,13.89,3.04,10.85
1510,600734,实达集团,2.97,3.83,-0.17,17.49,6.63,10.86
2656,2053,云南能投,2.12,3.87,0.61,17.48,6.6,10.88
2382,300030,阳普医疗,1.28,3.03,0.65,15.85,4.96,10.89
2863,37,*ST南电A,0.6,0.95,-1.21,11.23,0.34,10.89
2500,2772,众兴菌业,4.12,6.01,1.11,22.13,11.24,10.89
835,999,华润三九,1.12,8.47,5.8,26.29,15.39,10.9
1974,2475,立讯精密,2.66,5.68,1.4,20.65,9.74,10.91
2706,2040,南 京 港,0.85,2.8,0.73,15.29,4.38,10.91
2391,600165,新日恒力,0.43,1.3,-0.18,12.46,1.55,10.91
370,2137,麦达数字,1.63,2.78,0.13,15.45,4.54,10.91
2773,600293,三峡新材,3.12,4.15,-0.04,18.14,7.23,10.91
374,300148,天舟文化,4.76,6.48,0.69,22.86,11.93,10.93
2156,600800,天津磁卡,0.22,0.08,-1.22,10.02,-0.92,10.94
251,600487,亨通光电,0.69,4.57,2.67,18.88,7.93,10.95
2386,600696,匹凸匹,0.12,1.36,0.14,12.59,1.62,10.97
1067,300343,联创互联,5.21,6.75,0.51,23.45,12.47,10.98
895,300151,昌红科技,0.22,1.62,0.35,13.19,2.19,11.0
2048,2171,楚江新材,1.98,4.05,0.98,18.01,7.01,11.0
1397,600288,大恒科技,0.43,3.37,1.67,16.48,5.47,11.01
598,736,中房地产,0.85,5.19,3.19,20.25,9.23,11.02
2261,300237,美晨科技,1.17,3.03,0.81,16.03,5.01,11.02
674,600523,贵航股份,3.69,7.48,2.15,24.35,13.32,11.03
456,600872,中炬高新,0.35,3.38,1.79,16.57,5.52,11.05
2138,300112,万讯自控,1.22,2.7,0.5,15.47,4.42,11.05
620,600171,上海贝岭,1.19,2.75,0.35,15.34,4.29,11.05
718,2616,长青集团,3.39,5.06,0.85,20.35,9.3,11.05
248,2331,皖通科技,1.55,3.63,0.98,17.22,6.16,11.06
2822,2442,龙星化工,0.86,2.22,0.29,14.43,3.37,11.06
1422,600538,国发股份,1.26,1.43,-0.92,12.83,1.77,11.06
2070,300008,天海防务,5.5,7.47,0.84,24.88,13.81,11.07
2031,2425,凯撒文化,4.82,6.61,0.7,23.2,12.13,11.07
2234,766,通化金马,3.77,4.19,-0.7,18.35,7.26,11.09
2545,300163,先锋新材,0.2,1.51,0.31,13.13,2.02,11.11
980,988,华工科技,1.05,3.48,1.32,16.99,5.85,11.14
154,300035,中科电气,1.6,3.49,0.74,16.97,5.83,11.14
1290,601198,东兴证券,3.54,7.28,1.37,23.35,12.19,11.16
1973,600877,中国嘉陵,0.14,-0.19,-2.15,8.96,-2.2,11.16
303,2660,茂硕电源,1.69,3.17,0.4,16.43,5.26,11.17
945,913,*ST钱江,2.94,4.66,0.12,18.89,7.72,11.17
2798,600139,西部资源,0.57,1.19,-0.53,12.41,1.23,11.18
1433,600829,人民同泰,0.0,2.79,1.79,15.77,4.58,11.19
82,600114,东睦股份,2.22,4.18,0.91,18.52,7.31,11.21
2338,2503,搜于特,0.1,1.89,0.59,13.8,2.58,11.22
977,300205,天喻信息,0.97,2.61,0.52,15.32,4.1,11.22
330,300328,宜安科技,0.11,1.69,0.51,13.55,2.31,11.24
300,2372,伟星新材,1.12,3.24,1.05,16.66,5.41,11.25
2495,600238,海南椰岛,0.28,1.86,0.31,13.71,2.45,11.26
2129,600513,联环药业,1.47,3.69,1.07,17.5,6.23,11.27
2971,715,中兴商业,1.14,4.15,1.57,18.14,6.86,11.28
2652,600070,浙江富润,0.09,2.37,0.16,13.9,2.62,11.28
554,2591,恒大高新,1.24,2.63,0.25,15.41,4.12,11.29
2794,2428,云南锗业,0.5,2.33,0.69,14.81,3.52,11.29
2628,600193,创兴资源,0.32,0.91,-0.53,11.99,0.7,11.29
636,2373,千方科技,0.93,2.83,0.87,15.93,4.63,11.3
315,600138,中青旅,2.42,6.97,3.38,24.08,12.77,11.31
61,2675,东诚药业,1.36,3.21,0.7,16.59,5.27,11.32
1274,600198,大唐电信,4.19,3.9,-1.35,18.07,6.74,11.33
1768,601611,中国核建,0.42,3.18,1.21,16.14,4.81,11.33
2554,600988,赤峰黄金,1.29,3.2,0.89,16.72,5.38,11.34
1494,600890,中房股份,0.04,0.53,-0.65,11.27,-0.08,11.35
760,600584,长电科技,2.32,4.29,0.74,18.7,7.35,11.35
2155,2740,爱迪尔,0.74,3.26,1.36,16.71,5.36,11.35
376,2711,欧浦智网,0.0,2.24,1.1,14.7,3.34,11.36
2639,600843,上工申贝,1.77,3.52,0.93,17.58,6.22,11.36
577,2089,新 海 宜,0.53,2.81,1.16,15.9,4.5,11.4
1391,409,山东地矿,0.98,2.39,0.41,15.2,3.78,11.42
6,600621,华鑫股份,0.42,3.72,1.89,17.46,6.03,11.43
128,2013,中航机电,1.88,4.49,1.3,19.1,7.67,11.43
2907,799,酒鬼酒,3.57,5.61,0.42,21.05,9.6,11.45
108,2622,融钰集团,0.0,1.41,0.37,13.3,1.78,11.52
1393,603606,东方电缆,0.39,2.66,1.1,15.68,4.15,11.53
575,510,金路集团,0.07,1.26,-0.01,12.86,1.32,11.54
1807,2357,富临运业,0.58,3.29,1.46,16.88,5.33,11.55
298,600870,厦华电子,4.37,0.04,-5.47,10.49,-1.06,11.55
265,600821,津劝业,0.43,1.46,-0.21,13.23,1.68,11.55
2154,600702,沱牌舍得,2.38,6.82,2.71,23.46,11.91,11.55
989,300290,荣科科技,0.92,2.68,0.67,15.85,4.27,11.58
1412,2082,栋梁新材,1.02,5.76,3.35,21.72,10.13,11.59
2531,534,万泽股份,0.75,2.76,0.75,15.85,4.26,11.59
2512,600917,重庆燃气,0.64,2.27,0.48,14.98,3.39,11.59
89,975,银泰资源,1.9,3.45,0.36,17.3,5.71,11.59
2484,600936,广西广电,0.66,2.19,0.43,14.89,3.28,11.61
1077,300207,欣旺达,0.03,1.63,0.7,13.98,2.36,11.62
2054,600179,安通控股,0.52,2.16,0.89,15.23,3.57,11.66
1766,600532,宏达矿业,2.03,3.34,0.26,17.31,5.63,11.68
1765,2103,广博股份,1.77,3.61,0.72,17.78,6.1,11.68
1276,600618,氯碱化工,1.45,1.92,-0.55,14.51,2.82,11.69
2231,2529,海源机械,4.41,6.09,0.51,22.71,11.01,11.7
198,2295,精艺股份,2.45,4.22,0.73,19.1,7.4,11.7
2056,300242,明家联合,2.01,3.32,0.34,17.38,5.67,11.71
1817,2410,广联达,0.38,2.45,0.88,15.42,3.71,11.71
236,300089,文化长城,2.36,3.98,0.55,18.6,6.89,11.71
2648,300211,亿通科技,0.12,1.67,0.48,13.98,2.27,11.71
1387,300092,科新机电,1.08,2.07,0.15,15.02,3.3,11.72
2779,691,ST亚太,0.46,0.26,-1.25,11.19,-0.53,11.72
56,2692,远程电缆,0.21,2.01,0.71,14.65,2.93,11.72
2922,300218,安利股份,1.66,4.59,1.61,19.59,7.86,11.73
439,600055,万东医疗,2.38,4.42,0.82,19.35,7.62,11.73
1746,408,*ST金源,0.5,2.66,1.05,15.96,4.21,11.75
2579,971,高升控股,6.48,6.76,-0.74,24.28,12.5,11.78
758,600066,宇通客车,0.58,5.34,3.06,20.76,8.98,11.78
2442,2212,南洋股份,1.07,3.65,1.41,17.92,6.13,11.79
1187,2057,中钢天源,1.13,2.6,0.38,15.91,4.11,11.8
277,797,中国武夷,1.57,4.08,1.23,18.69,6.88,11.81
5,603633,徕木股份,0.0,5.4,0.0,17.22,5.4,11.82
1984,600560,金自天正,0.92,3.24,1.07,17.08,5.23,11.85
618,300175,朗源股份,0.15,1.88,0.61,14.5,2.64,11.86
851,600706,曲江文旅,2.5,5.01,1.51,20.88,9.02,11.86
2349,2017,东信和平,0.58,2.48,0.77,15.7,3.83,11.87
2051,2111,威海广泰,3.86,6.84,1.77,24.34,12.47,11.87
1791,600136,当代明诚,3.46,4.75,0.26,20.36,8.47,11.89
1556,600242,中昌数据,3.83,3.08,-1.83,16.97,5.08,11.89
1432,300110,华仁药业,0.47,2.21,0.66,15.25,3.34,11.91
2571,300184,力源信息,1.29,2.83,0.32,16.35,4.44,11.91
1193,2308,威创股份,0.77,2.68,0.83,16.2,4.28,11.92
14,300565,科信技术,0.17,3.3,1.43,16.82,4.9,11.92
520,11,深物业A,0.2,3.43,1.98,17.55,5.61,11.94
986,300162,雷曼股份,1.78,3.17,0.34,17.26,5.29,11.97
2324,702,正虹科技,0.68,1.67,-0.21,14.12,2.14,11.98
1398,2276,万马股份,0.84,3.18,1.17,17.17,5.19,11.98
565,2434,万里扬,0.38,2.41,0.94,15.72,3.73,11.99
73,788,北大医药,0.33,1.92,0.52,14.76,2.77,11.99
1014,2044,美年健康,0.02,1.28,0.26,13.56,1.56,12.0
224,300021,大禹节水,2.23,3.98,0.68,18.89,6.89,12.0
1277,559,万向钱潮,0.13,1.85,0.59,14.57,2.57,12.0
117,600845,宝信软件,1.74,5.2,2.21,21.16,9.15,12.01
1557,600241,时代万恒,1.68,3.1,0.31,17.1,5.09,12.01
2876,603,盛达矿业,1.88,3.4,1.33,18.62,6.61,12.01
595,300336,新文化,2.77,5.05,1.11,20.97,8.93,12.04
532,600962,国投中鲁,2.01,3.13,-0.03,17.15,5.11,12.04
1428,333,美的集团,2.08,9.09,5.79,29.0,16.96,12.04
2233,2196,方正电机,7.11,8.58,0.58,28.31,16.27,12.04
638,2235,安妮股份,2.51,3.93,-0.02,18.48,6.42,12.06
2363,600965,福成股份,0.36,2.1,0.66,15.19,3.12,12.07
1763,2138,顺络电子,1.16,3.47,1.1,17.84,5.73,12.11
1345,600568,中珠医疗,6.04,8.09,0.96,27.2,15.09,12.11
1173,600072,钢构工程,0.72,2.34,0.12,15.3,3.18,12.12
728,2427,尤夫股份,3.3,5.4,0.98,21.82,9.68,12.14
2663,600640,号百控股,2.54,4.78,0.81,20.29,8.13,12.16
1127,628,高新发展,2.34,2.35,-1.02,15.85,3.67,12.18
513,600167,联美控股,0.11,3.07,1.83,17.23,5.01,12.22
1176,300167,迪威视讯,0.99,2.23,0.2,15.66,3.42,12.24
2715,300265,通光线缆,0.72,2.76,0.95,16.69,4.43,12.26
2727,2339,积成电子,1.21,4.04,1.65,19.18,6.9,12.28
2135,300277,海联讯,0.25,1.33,0.03,13.89,1.61,12.28
1401,2432,九安医疗,2.68,3.29,-0.43,17.83,5.54,12.29
523,600200,江苏吴中,2.0,4.27,0.43,18.99,6.7,12.29
172,651,格力电器,0.03,8.27,6.64,27.23,14.94,12.29
45,679,大连友谊,0.2,3.16,1.48,17.15,4.84,12.31
2327,2459,天业通联,4.31,3.15,-2.23,17.55,5.23,12.32
1531,600543,莫高股份,1.45,3.45,0.69,17.92,5.59,12.33
2910,600746,江苏索普,0.2,1.44,0.11,14.09,1.75,12.34
1463,603838,四通股份,0.52,2.45,0.85,16.2,3.82,12.38
811,300312,邦讯技术,1.12,2.32,0.13,15.97,3.57,12.4
958,2341,新纶科技,2.1,3.99,0.79,19.28,6.88,12.4
2431,2210,飞马国际,1.15,2.57,0.36,16.49,4.08,12.41
1255,300344,太空板业,1.41,2.66,0.14,16.63,4.21,12.42
2780,813,德展健康,0.09,1.58,1.44,15.54,3.11,12.43
559,300091,金通灵,0.25,1.7,0.41,14.81,2.36,12.45
2342,603111,康尼机电,0.03,1.7,0.62,14.81,2.35,12.46
1446,2438,江苏神通,2.86,5.45,1.42,22.2,9.73,12.47
1917,601877,正泰电器,1.43,5.6,2.65,22.17,9.68,12.49
222,600681,百川能源,0.47,1.92,0.72,15.61,3.11,12.5
536,300334,津膜科技,2.5,4.7,1.08,20.79,8.28,12.51
1351,2658,雪迪龙,0.41,2.67,1.12,16.73,4.2,12.53
736,2,万 科Ａ,0.73,9.1,4.79,27.2,14.62,12.58
2454,600961,株冶集团,1.64,0.3,-2.5,12.03,-0.56,12.59
572,633,*ST合金,0.12,0.31,-0.98,12.05,-0.55,12.6
2279,17,深中华A,1.14,0.03,-2.17,11.61,-1.0,12.61
2080,810,创维数字,0.03,2.3,1.24,16.2,3.57,12.63
500,600340,华夏幸福,2.23,7.8,4.2,26.86,14.23,12.63
2723,2041,登海种业,0.03,2.82,1.6,17.09,4.45,12.64
2701,300215,电科院,0.95,2.47,0.45,16.52,3.87,12.65
1865,2134,天津普林,1.23,1.95,-0.37,15.46,2.81,12.65
243,2488,金固股份,1.65,2.93,0.17,17.41,4.75,12.66
2415,600838,上海九百,0.46,3.06,0.8,16.98,4.32,12.66
1250,2242,九阳股份,1.22,4.29,1.56,19.75,7.07,12.68
2055,600074,保千里,0.28,1.69,0.53,15.22,2.5,12.72
2940,300031,宝通科技,4.16,6.36,1.07,24.33,11.59,12.74
2738,300053,欧比特,0.79,2.21,0.38,16.15,3.38,12.77
1318,768,中航飞机,3.66,5.45,0.37,22.25,9.48,12.77
2568,2182,云海金属,2.42,4.23,0.72,20.15,7.37,12.78
2633,762,西藏矿业,3.04,4.06,-0.08,19.8,7.02,12.78
862,601336,新华保险,7.67,19.15,8.05,47.66,34.87,12.79
1283,410,沈阳机床,1.63,1.65,-1.16,14.91,2.12,12.79
2168,603020,爱普股份,2.53,5.6,1.88,22.8,10.01,12.79
865,603222,济民制药,0.62,2.3,0.61,16.34,3.53,12.81
817,2474,榕基软件,0.58,2.23,0.55,16.18,3.36,12.82
755,600378,天科股份,0.52,2.47,0.76,16.57,3.75,12.82
1331,2575,群兴玩具,0.26,1.55,0.25,14.9,2.06,12.84
2390,600887,伊利股份,0.41,3.57,1.89,18.72,5.87,12.85
185,2271,东方雨虹,1.94,5.23,2.81,22.87,9.98,12.89
2813,2278,神开股份,1.32,3.05,0.54,17.84,4.91,12.93
2480,300232,洲明科技,0.25,2.0,0.7,15.89,2.95,12.94
2829,2627,宜昌交运,3.38,7.34,2.52,26.18,13.24,12.94
1467,603518,维格娜丝,5.0,9.64,3.28,30.9,17.92,12.98
2057,300408,三环集团,0.07,2.79,1.53,17.37,4.39,12.98
41,2819,东方中科,0.44,3.67,1.42,18.52,5.53,12.99
886,909,数源科技,0.76,2.61,0.68,17.05,4.05,13.0
1920,600435,北方导航,0.05,1.36,0.26,14.68,1.67,13.01
537,2279,久其软件,1.87,3.73,0.77,19.38,6.37,13.01
1109,300204,舒泰神,1.17,3.8,1.51,19.52,6.48,13.04
2082,2573,清新环境,0.68,3.09,1.28,18.11,5.05,13.06
800,2491,通鼎互联,0.24,2.37,1.06,16.75,3.67,13.08
1945,600493,凤竹纺织,0.7,2.39,0.38,16.55,3.47,13.08
1141,2672,东江环保,0.41,3.58,2.0,19.09,5.99,13.1
2843,2670,国盛金控,10.71,12.12,0.37,36.34,23.2,13.14
2845,600392,盛和资源,-0.58,1.21,0.77,14.6,1.4,13.2
2307,600120,浙江东方,0.08,11.21,5.7,30.19,16.99,13.2
2567,300028,金亚科技,0.81,0.99,-0.82,14.18,0.98,13.2
789,2756,永兴特钢,2.29,8.4,4.54,28.44,15.23,13.21
510,300222,科大智能,3.8,4.86,0.57,22.44,9.23,13.21
122,2313,日海通讯,3.78,6.23,1.27,24.52,11.28,13.24
1003,2136,安 纳 达,1.63,2.23,-0.46,16.64,3.4,13.24
1841,600769,祥龙电业,0.98,0.12,-1.98,12.38,-0.88,13.26
1773,790,泰合健康,0.09,1.4,0.13,14.9,1.62,13.28
1181,300140,启源装备,1.54,3.14,0.46,18.42,5.14,13.28
1839,601238,广汽集团,1.35,6.68,3.9,25.24,11.93,13.31
751,603699,纽威股份,1.06,3.26,0.92,18.55,5.24,13.31
2128,2231,奥维通信,0.43,1.78,0.28,15.81,2.49,13.32
530,920,南方汇通,0.05,2.32,0.7,16.39,3.07,13.32
1099,2384,东山精密,1.94,3.34,0.36,18.96,5.64,13.32
2302,2326,永太科技,0.77,2.45,0.61,17.17,3.83,13.34
39,2611,东方精工,0.74,2.32,0.53,16.96,3.59,13.37
1639,2698,博实股份,0.28,2.6,1.15,17.42,4.03,13.39
1394,300249,依米康,0.31,1.67,0.3,15.68,2.28,13.4
556,998,隆平高科,2.25,4.18,0.85,20.69,7.28,13.41
2226,300199,翰宇药业,1.79,3.84,0.96,20.06,6.59,13.47
1191,300329,海伦钢琴,1.39,3.16,0.67,18.7,5.22,13.48
2856,2323,雅百特,0.12,1.01,0.67,15.28,1.8,13.48
707,300272,开能环保,0.4,1.94,0.43,16.26,2.77,13.49
2479,2587,奥拓电子,0.11,1.74,0.55,15.9,2.4,13.5
2950,2652,扬子新材,0.23,2.1,0.79,16.63,3.12,13.51
839,2280,联络互动,1.44,2.77,0.3,18.02,4.51,13.51
169,2168,深圳惠程,0.18,1.59,0.44,15.75,2.21,13.54
1887,2686,亿利达,0.27,2.26,0.97,17.04,3.5,13.54
2707,2552,宝鼎科技,1.13,2.53,0.31,17.52,3.97,13.55
38,603987,康德莱,0.95,4.21,1.31,20.04,6.47,13.57
1944,2275,桂林三金,1.17,3.98,1.26,19.98,6.41,13.57
356,2211,宏达新材,2.4,1.74,-1.73,15.98,2.41,13.57
1970,300224,正海磁材,1.88,4.29,1.33,21.08,7.5,13.58
529,2051,中工国际,1.96,6.99,3.69,26.22,12.64,13.58
2105,912,泸天化,1.67,0.64,-2.85,13.05,-0.54,13.59
429,2519,银河电子,3.56,4.89,0.79,22.84,9.24,13.6
2944,300019,硅宝科技,0.13,2.11,0.85,16.7,3.09,13.61
563,300358,楚天科技,1.76,3.55,1.2,20.12,6.51,13.61
2878,600459,贵研铂业,4.47,6.99,1.25,26.33,12.71,13.62
901,796,凯撒旅游,0.79,2.37,0.51,17.29,3.67,13.62
453,600779,水井坊,0.82,2.85,0.31,17.6,3.98,13.62
812,2224,三 力 士,0.18,2.32,1.0,17.13,3.5,13.63
1182,607,华媒控股,-0.23,1.64,0.82,15.86,2.23,13.63
2918,2299,圣农发展,3.56,5.16,0.46,22.85,9.18,13.67
318,300045,华力创通,0.24,1.66,0.45,16.03,2.35,13.68
1465,603567,珍宝岛,1.44,4.91,2.23,22.26,8.58,13.68
1327,2010,传化智联,1.82,3.41,0.54,19.46,5.77,13.69
870,600345,长江通信,1.99,6.47,1.95,24.1,10.41,13.69
2353,600883,博闻科技,0.02,2.77,1.12,17.62,3.91,13.71
1026,2605,姚记扑克,0.82,3.34,1.22,19.09,5.38,13.71
2641,600809,山西汾酒,0.28,5.32,3.44,22.77,9.04,13.73
861,2401,中海科技,0.28,2.45,1.03,17.5,3.76,13.74
1220,300029,天龙光电,4.16,1.06,-4.23,14.74,0.99,13.75
2877,835,长城动漫,0.32,1.12,-0.24,14.96,1.2,13.76
2861,600714,金瑞矿业,1.04,2.18,0.05,17.06,3.27,13.79
1083,300166,东方国信,3.79,5.7,1.01,24.3,10.5,13.8
301,300284,苏交科,1.95,5.1,1.97,22.83,9.02,13.81
1278,600576,万家文化,1.72,2.81,0.02,18.38,4.55,13.83
359,600315,上海家化,1.71,8.15,4.88,28.57,14.74,13.83
1473,603017,中衡设计,3.56,5.49,0.92,23.81,9.97,13.84
753,752,西藏发展,0.09,2.96,1.68,18.58,4.73,13.85
1399,300270,中威电子,0.54,2.25,0.68,17.33,3.47,13.86
982,856,*ST冀装,1.71,1.44,-1.43,15.61,1.72,13.89
2637,603601,再升科技,1.57,2.73,0.12,18.31,4.42,13.89
2263,723,美锦能源,1.58,2.9,0.27,18.65,4.75,13.9
387,300036,超图软件,1.86,3.39,0.54,19.7,5.79,13.91
1043,2186,全 聚 德,1.75,4.66,1.55,21.87,7.96,13.91
2010,2656,摩登大道,2.83,4.77,0.84,22.35,8.44,13.91
491,600129,太极集团,0.51,3.73,1.51,19.69,5.75,13.94
1245,600372,中航电子,0.72,3.33,1.36,19.35,5.41,13.94
1151,2742,三圣股份,2.17,5.87,2.38,24.39,10.42,13.97
2171,2150,通润装备,0.17,2.59,1.09,17.84,3.85,13.99
98,300051,三五互联,1.52,2.57,0.01,18.1,4.1,14.0
143,2412,汉森制药,1.35,4.17,1.62,21.15,7.14,14.01
2463,2655,共达电声,0.18,1.78,0.54,16.51,2.5,14.01
1333,2680,长生生物,1.01,3.5,1.46,19.98,5.97,14.01
35,601116,三江购物,1.63,3.84,0.98,20.47,6.45,14.02
103,300044,赛为智能,0.49,2.27,0.73,17.54,3.49,14.05
395,601900,南方传媒,1.32,4.33,1.91,21.62,7.56,14.06
2792,603688,石英股份,2.54,5.18,1.49,23.29,9.21,14.08
1960,2702,海欣食品,1.39,2.57,0.59,18.65,4.55,14.1
2846,603818,曲美家居,0.68,2.75,0.98,18.54,4.41,14.13
1039,300049,福瑞股份,2.92,5.22,1.08,23.35,9.22,14.13
497,300178,腾邦国际,0.66,2.75,1.11,18.66,4.52,14.14
2123,600389,江山股份,0.39,4.49,2.28,21.31,7.16,14.15
2523,605,渤海股份,2.52,5.31,1.6,23.58,9.43,14.15
2632,600857,宁波中百,0.29,2.8,1.23,18.49,4.32,14.17
885,2727,一心堂,1.11,4.66,2.33,22.27,8.1,14.17
2968,300180,华峰超纤,3.12,5.49,1.22,24.0,9.83,14.17
221,600132,重庆啤酒,0.0,2.7,1.22,18.13,3.92,14.21
1445,2595,豪迈科技,0.63,4.22,2.31,21.37,7.16,14.21
121,600993,马应龙,0.28,4.42,2.51,21.43,7.21,14.22
783,2451,摩恩电气,0.16,1.52,0.34,16.25,2.02,14.23
748,300003,乐普医疗,0.28,2.7,1.22,18.49,4.2,14.29
2437,300375,鹏翎股份,1.91,6.44,3.11,25.77,11.46,14.31
2584,929,兰州黄河,1.04,3.96,1.79,21.1,6.79,14.31
2638,2222,福晶科技,0.16,1.54,0.28,16.3,1.98,14.32
1305,300254,仟源医药,2.12,3.87,0.68,21.0,6.67,14.33
1801,603901,永创智能,0.4,2.19,0.72,17.64,3.31,14.33
1503,600797,浙大网新,0.44,2.38,0.82,18.0,3.64,14.36
672,2148,北纬通信,2.02,4.14,0.98,21.52,7.14,14.38
2666,151,中成股份,1.49,3.3,0.37,19.56,5.16,14.4
1437,858,五 粮 液,0.25,11.96,8.55,35.17,20.76,14.41
269,300320,海达股份,0.23,2.77,1.39,18.8,4.39,14.41
2594,2589,瑞康医药,7.46,10.18,1.64,33.71,19.28,14.43
91,2358,森源电气,2.6,4.94,1.21,23.2,8.75,14.45
261,300056,三维丝,2.0,3.63,0.56,20.66,6.19,14.47
260,603616,韩建河山,0.87,2.81,0.82,19.01,4.5,14.51
509,524,岭南控股,0.75,2.28,0.13,17.67,3.16,14.51
2603,300373,扬杰科技,2.09,4.17,1.09,21.88,7.35,14.53
361,300229,拓尔思,1.28,3.38,0.98,20.17,5.64,14.53
428,600620,天宸股份,0.01,4.18,0.12,18.84,4.31,14.53
2369,2733,雄韬股份,3.53,6.24,1.59,25.9,11.36,14.54
654,2349,精华制药,3.18,5.01,0.78,23.53,8.97,14.56
9,603900,通灵珠宝,1.82,6.41,2.03,24.83,10.26,14.57
623,2107,沃华医药,0.0,1.34,0.33,16.25,1.67,14.58
947,600735,新华锦,0.38,1.98,0.52,17.47,2.88,14.59
2844,505,*ST珠江,0.78,-0.72,-2.76,11.93,-2.7,14.63
1981,2008,大族激光,0.74,4.85,2.69,22.94,8.28,14.66
2336,603885,吉祥航空,2.92,5.95,1.84,25.38,10.71,14.67
2857,603998,方盛制药,0.39,2.11,0.77,17.94,3.27,14.67
2127,2653,海思科,0.03,1.96,0.89,17.57,2.88,14.69
1451,600685,中船防务,4.86,7.27,0.79,27.62,12.92,14.7
2292,2537,海立美达,6.37,9.3,0.81,31.2,16.48,14.72
164,2262,恩华药业,0.62,3.23,1.44,20.08,5.29,14.79
2755,300407,凯发电气,0.45,3.22,1.64,20.11,5.31,14.8
2230,300210,森远股份,1.52,4.53,1.86,22.72,7.91,14.81
1824,2748,世龙实业,1.39,4.2,1.61,22.03,7.2,14.83
2413,2518,科士达,1.32,4.18,1.68,22.03,7.18,14.85
2110,603023,威帝股份,0.02,1.39,0.27,16.54,1.68,14.86
943,997,新 大 陆,0.04,2.45,1.46,18.82,3.95,14.87
2060,300271,华宇软件,0.45,2.66,1.24,19.24,4.35,14.89
63,600692,亚通股份,0.17,1.76,0.44,17.31,2.37,14.94
1968,2707,众信旅游,0.43,2.07,0.75,18.19,3.25,14.94
2618,2615,哈尔斯,0.59,2.59,0.88,19.0,4.06,14.94
2278,2636,金安国纪,0.26,2.13,0.8,18.15,3.19,14.96
677,300059,东方财富,1.91,3.55,0.58,21.0,6.04,14.96
1905,600498,烽火通信,2.91,6.71,2.46,27.05,12.08,14.97
1273,2678,珠江钢琴,0.33,2.06,0.63,18.0,3.02,14.98
2975,595,宝塔实业,2.17,1.86,-1.35,17.7,2.68,15.02
1896,603318,派思股份,0.18,1.2,0.04,16.45,1.42,15.03
2765,300313,天山生物,1.46,2.29,-0.21,18.58,3.54,15.04
264,2065,东华软件,1.49,5.43,2.48,24.45,9.4,15.05
2198,601799,星宇股份,9.63,13.19,1.95,39.82,24.77,15.05
2825,600629,华建集团,0.53,2.46,1.44,19.48,4.43,15.05
785,2066,瑞泰科技,0.71,1.72,-0.09,17.4,2.34,15.06
1060,2512,达华智能,1.01,2.46,0.42,18.95,3.89,15.06
2488,600371,万向德农,0.14,1.79,0.46,17.46,2.39,15.07
139,2350,北京科锐,2.26,5.06,1.49,23.92,8.81,15.11
937,300281,金明精机,0.98,3.01,0.94,20.05,4.93,15.12
504,603166,福达股份,1.75,3.46,0.65,20.98,5.86,15.12
787,2515,金字火腿,0.89,2.21,0.28,18.55,3.38,15.17
2682,2365,永安药业,3.23,6.21,1.65,26.28,11.09,15.19
2851,300362,天翔环境,2.59,4.14,0.48,22.43,7.21,15.22
752,2273,水晶光电,2.09,4.29,1.08,22.7,7.46,15.24
2660,300351,永贵电器,4.71,6.8,1.01,27.76,12.52,15.24
832,603000,人民网,0.67,2.45,0.65,19.02,3.77,15.25
1560,600228,昌九生化,1.39,0.15,-2.36,14.43,-0.82,15.25
230,600184,光电股份,2.66,4.36,0.6,22.88,7.62,15.26
2331,2184,海得控制,2.31,4.62,1.1,23.29,8.03,15.26
469,600785,新华百货,1.4,8.44,5.2,30.3,15.04,15.26
283,19,深深宝Ａ,0.81,2.01,0.09,18.18,2.91,15.27
1468,603456,九洲药业,2.81,5.72,1.61,25.41,10.14,15.27
2801,300145,中金环境,3.07,5.73,1.52,25.6,10.32,15.28
492,2642,荣之联,3.75,5.71,0.88,25.64,10.34,15.3
2296,603997,继峰股份,0.97,3.47,1.33,21.08,5.77,15.31
307,300149,量子高科,0.19,1.8,0.54,17.85,2.53,15.32
2690,300208,恒顺众昇,0.11,1.85,0.74,18.06,2.7,15.36
280,300007,汉威电子,2.0,4.31,1.22,22.92,7.53,15.39
1438,806,银河生物,0.96,1.84,-0.2,18.0,2.6,15.4
772,300081,恒信移动,1.01,2.33,0.29,19.03,3.63,15.4
558,911,南宁糖业,4.49,4.12,-1.84,22.2,6.77,15.43
2092,603198,迎驾贡酒,1.58,4.65,1.86,23.52,8.09,15.43
228,600816,安信信托,1.03,4.52,2.17,23.16,7.72,15.44
